,Unnamed: 0,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
820,826,2,10,0,0,11,11,0,0,0,0,500000000,20000000000,0,0,-500000000,-20000000000,0,0,0,0,2017-05-26,SL-156,18.8328767123,2006,4580,-0.01,10,25,0.526,0.52,0.006,-0.005,36320,30918,17982,SL-156,-0.0730434783,0.0048707681,down,down
822,828,2,7,0,0,4,10,4,0,0,0,-15200000000,5700000000,0,0,500000000,9000000000,0,0,0,0,2017-05-12,SL-156,18.871232876700002,2013,3930,0.003,10,25,0.55,0.545,0.005,0.01,36320,30918,17210,SL-156,-0.08337557599999999,0.0072137699,down,down
826,832,10,4,0,0,11,8,2,0,0,0,-1500000000,0,0,0,-2500000000,4000000000,0,0,0,0,2017-06-09,SL-156,18.7945205479,2009,4992,-0.017,10,25,0.506,0.515,-0.009000000000000001,-0.005,36320,30918,18005,SL-156,-0.07,0.0096109578,down,down
836,842,8,2,0,0,10,7,0,0,0,0,-1600000000,0,0,0,-2900000000,4500000000,0,0,0,0,2017-06-09,SL-157,19.0465753425,2009,4992,-0.017,10,25,0.531,0.54,-0.009000000000000001,-0.005,36912,29978,14466,SL-157,-0.0746153846,0.0035899176,down,down
839,845,3,3,0,0,21,15,3,0,0,0,3000000000,-800000000,0,0,3000000000,-2300000000,-2900000000,0,0,0,2017-05-31,SL-157,19.0712328767,2019,7279,0.003,10,25,0.545,0.54,0.005,-0.016,36912,29978,14464,SL-157,-0.1035460993,0.0086088229,down,up
842,848,2,7,0,0,7,2,0,0,0,0,-24600000000,29400000000,0,0,-4800000000,0,0,0,0,0,2017-05-12,SL-158,19.3753424658,2013,3930,0.003,10,25,0.575,0.57,0.005,0.01,36976,29868,7962,SL-158,-0.08208791210000001,0.0093139228,down,up
846,852,3,4,0,0,15,12,1,0,0,0,-10600000000,10000000000,0,0,-6100000000,3200000000,3500000000,0,0,0,2017-06-09,SL-158,19.298630137,2009,4992,-0.017,10,25,0.531,0.54,-0.009000000000000001,-0.005,36976,29868,8177,SL-158,-0.0648730549,-0.0009554571,down,down
855,861,25,2,0,0,9,5,1,0,0,0,-4300000000,-9300000000,0,0,6000000000,-5000000000,12600000000,0,0,0,2017-06-09,SL-159,19.5479452055,2009,4992,-0.017,10,25,0.54,0.545,-0.005,-0.006,37182,29768,6036,SL-159,-0.076951567,0.0097171085,down,down
856,862,32,1,0,0,10,5,4,0,0,0,-7600000000,7000000000,0,0,2100000000,-9000000000,7500000000,0,0,0,2017-06-07,SL-159,19.5534246575,2017,5475,-0.006999999999999999,10,25,0.551,0.56,-0.009000000000000001,-0.005,37182,29768,5554,SL-159,-0.0996006144,-0.07000487650000001,down,down
857,863,32,1,0,0,10,5,4,0,0,0,-7600000000,7000000000,0,0,2100000000,-9000000000,7500000000,0,0,0,2017-06-07,SL-159,19.5534246575,2017,5475,-0.006999999999999999,10,25,0.551,0.56,-0.009000000000000001,-0.005,37182,29768,5554,SL-159,-0.0996006144,-0.07000487650000001,down,down
859,865,3,9,1,0,46,36,0,0,0,0,158200000000,-16600000000,-125900000000,0,9700000000,-25400000000,0,0,0,0,2017-05-26,SL-160,19.8328767123,2006,4580,-0.01,10,25,0.5660000000000001,0.56,0.006,-0.005,11977,9938,4368,SL-160,-0.0790425532,-0.0502785042,down,down
861,867,3,3,0,0,64,43,5,0,0,0,15400000000,-8300000000,0,0,14300000000,-4600000000,-16800000000,0,0,0,2017-05-12,SL-160,19.871232876700002,2013,3930,0.003,10,25,0.59,0.585,0.005,0.01,11977,9938,4105,SL-160,-0.1996035242,-0.1420793991,down,down
865,871,19,1,0,0,71,57,0,0,0,0,49600000000,-4000000000,0,0,-66600000000,21000000000,0,0,0,0,2017-06-09,SL-160,19.7945205479,2009,4992,-0.017,10,25,0.546,0.555,-0.009000000000000001,-0.005,11977,9938,6557,SL-160,-0.1234832172,-0.0063694364,down,down
869,875,8,0,0,0,7,5,0,0,0,0,2200000000,0,0,0,-2300000000,100000000,0,0,0,0,2017-05-26,SL-95,10.0767123288,2006,4580,-0.01,10,25,0.05,0.045,0.005,-0.005,16709,14575,8088,SL-95,-0.0812121212,0.0093054688,down,down
875,881,17,0,0,0,11,4,2,0,0,0,-4900000000,0,0,0,2900000000,2000000000,0,0,0,0,2017-06-07,SL-95,10.043835616399999,2017,5475,-0.006999999999999999,10,25,0.04,0.045,-0.005,-0.005,16709,14575,8615,SL-95,-0.12,0.005875797800000001,down,down
876,882,17,0,0,0,11,4,2,0,0,0,-4900000000,0,0,0,2900000000,2000000000,0,0,0,0,2017-06-07,SL-95,10.043835616399999,2017,5475,-0.006999999999999999,10,25,0.04,0.045,-0.005,-0.005,16709,14575,8615,SL-95,-0.12,0.005875797800000001,down,down
877,883,6,0,0,0,11,3,0,0,0,0,8700000000,0,0,0,-15300000000,6600000000,0,0,0,0,2017-05-31,SL-95,10.0630136986,2019,7279,0.003,10,25,0.045,0.04,0.005,-0.01,16709,14575,8615,SL-95,-0.1297286822,0.0010516499,down,down
885,892,3,0,0,0,0,4,1,0,0,0,6400000000,0,0,0,0,-6000000000,-400000000,0,0,0,2017-06-07,SL-96,10.043835616399999,2017,5475,-0.006999999999999999,10,25,0.04,0.045,-0.005,-0.005,8317,7340,2735,SL-96,-0.12,-0.035798942800000004,down,down
886,893,6,0,0,0,0,0,1,0,0,0,-100000000,0,0,0,0,0,100000000,0,0,0,2017-05-31,SL-96,10.0630136986,2019,7279,0.003,10,25,0.045,0.04,0.005,-0.01,8317,7340,2735,SL-96,-0.095,0.0099636678,down,up
896,904,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,300000000,-300000000,0,0,0,2017-05-26,SL-98,10.3287671233,2006,4580,-0.01,10,25,0.065,0.06,0.005,-0.005,8761,7310,3693,SL-98,-0.08,0.0099863533,down,up
900,908,3,0,0,0,0,0,1,0,0,0,2000000000,0,0,0,0,0,-2000000000,0,0,0,2017-06-09,SL-98,10.290410958899999,2009,4992,-0.017,10,25,0.05,0.05,0.0,-0.004,8761,7310,3693,SL-98,-0.1,0.0099057964,down,down
919,927,2,0,0,0,6,3,0,0,0,0,-2500000000,0,0,0,2400000000,100000000,0,0,0,0,2017-06-07,30Y-37,25.306849315100003,1003,2379,-0.004,25,-1,0.64,0.65,-0.01,-0.005,30171,25645,1193,30Y-37,-0.1,0.0085861823,down,down
920,928,2,0,0,0,6,3,0,0,0,0,-2500000000,0,0,0,2400000000,100000000,0,0,0,0,2017-06-07,30Y-37,25.306849315100003,1003,2379,-0.004,25,-1,0.64,0.65,-0.01,-0.005,30171,25645,1193,30Y-37,-0.1,0.0085861823,down,down
921,929,2,1,0,0,1,1,0,0,0,0,-900000000,900000000,0,0,500000000,-500000000,0,0,0,0,2017-05-31,30Y-37,25.3260273973,1003,3253,0.002,25,-1,0.645,0.635,0.01,-0.02,30171,25645,1193,30Y-37,-0.1,0.0097944994,down,up
923,931,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-38,25.8547945205,1005,4115,-0.006999999999999999,25,-1,0.68,0.685,-0.005,0.01,19113,16501,3223,30Y-38,-0.1,0.01,down,stay
957,966,2,0,0,0,2,1,0,0,0,0,-500000000,0,0,0,0,500000000,0,0,0,0,2017-06-07,30Y-41,26.556164383600002,1003,2379,-0.004,25,-1,0.675,0.685,-0.01,-0.005,17905,15511,5557,30Y-41,-0.085,0.0099609021,down,up
958,967,2,0,0,0,2,1,0,0,0,0,-500000000,0,0,0,0,500000000,0,0,0,0,2017-06-07,30Y-41,26.556164383600002,1003,2379,-0.004,25,-1,0.675,0.685,-0.01,-0.005,17905,15511,5557,30Y-41,-0.085,0.0099609021,down,up
976,985,2,0,0,0,4,10,1,0,0,0,100000000,0,0,0,0,0,-100000000,0,0,0,2017-06-09,30Y-43,27.0520547945,1007,2811,-0.004,25,-1,0.67,0.68,-0.01,-0.005,21252,18394,9163,30Y-43,-0.0766089965,0.0097475198,down,down
977,986,2,0,0,0,3,7,5,0,0,0,-100000000,0,0,0,-3000000000,-1200000000,4300000000,0,0,0,2017-06-07,30Y-43,27.0575342466,1003,2379,-0.004,25,-1,0.685,0.695,-0.01,-0.005,21252,18394,9163,30Y-43,-0.07738095240000001,0.009914522299999999,down,up
978,987,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-43,27.076712328800003,1003,3253,0.002,25,-1,0.6890000000000001,0.68,0.009000000000000001,-0.02,21252,18394,9163,30Y-43,-0.0853125,0.0099325997,down,down
985,994,2,0,0,0,2,0,0,0,0,0,-400000000,0,0,0,400000000,0,0,0,0,0,2017-06-09,30Y-44,27.304109589,1007,2811,-0.004,25,-1,0.675,0.685,-0.01,-0.005,20935,18354,7590,30Y-44,-0.0795974576,0.01,down,stay
1000,1009,2,3,0,0,0,1,4,0,0,0,-4500000000,5000000000,0,0,0,-500000000,0,0,0,0,2017-05-12,30Y-46,27.8767123288,1002,3108,0.009000000000000001,25,-1,0.725,0.725,0.0,0.01,26328,21011,13195,30Y-46,-0.1,0.0096771853,down,down
1013,1022,2,2,0,0,1,1,0,0,0,0,-800000000,800000000,0,0,1000000000,-1000000000,0,0,0,0,2017-06-09,30Y-47,28.0520547945,1007,2811,-0.004,25,-1,0.695,0.705,-0.01,0.0,26120,21971,18473,30Y-47,-0.065,0.01,down,stay
1033,1042,2,0,0,0,3,2,0,0,0,0,100000000,0,0,0,-1700000000,1600000000,0,0,0,0,2017-06-09,30Y-49,28.5534246575,1007,2811,-0.004,25,-1,0.715,0.725,-0.01,0.0,26454,21926,17736,30Y-49,-0.085,0.0099195803,down,down
1036,1045,2,1,0,0,5,5,1,0,0,0,-3000000000,900000000,0,0,200000000,-200000000,2100000000,0,0,0,2017-05-31,30Y-49,28.578082191799997,1003,3253,0.002,25,-1,0.73,0.72,0.01,-0.02,26454,21926,17736,30Y-49,-0.09,0.0099298738,down,up
1048,1057,2,0,0,0,23,10,1,0,0,0,5400000000,0,0,0,-1700000000,-3500000000,-200000000,0,0,0,2017-05-12,30Y-51,29.128767123299998,1002,3108,0.009000000000000001,25,-1,0.86,0.86,0.0,0.015,25189,21809,12767,30Y-51,-0.1047368421,0.009789541899999999,down,up
1055,1064,2,0,0,0,6,3,0,0,0,0,-1500000000,0,0,0,-5000000000,6500000000,0,0,0,0,2017-05-31,30Y-51,29.076712328800003,1003,3253,0.002,25,-1,0.8440000000000001,0.835,0.009000000000000001,-0.02,25189,21809,12767,30Y-51,-0.096,0.0092400896,down,down
1058,1067,2,0,0,0,12,6,1,0,0,0,-3900000000,0,0,0,4200000000,-5300000000,5000000000,0,0,0,2017-05-12,30Y-52,29.380821917800002,1002,3108,0.009000000000000001,25,-1,0.84,0.84,0.0,0.01,25440,21704,9470,30Y-52,-0.2,-0.19814432989999997,down,down
1062,1071,2,0,0,0,11,10,0,0,0,0,2900000000,0,0,0,-2900000000,0,0,0,0,0,2017-06-09,30Y-52,29.304109589,1007,2811,-0.004,25,-1,0.81,0.82,-0.01,0.0,25440,21704,9470,30Y-52,-0.16,0.005646663200000001,down,up
1063,1072,2,0,0,0,22,5,0,0,0,0,300000000,0,0,0,-800000000,500000000,0,0,0,0,2017-06-07,30Y-52,29.3095890411,1003,2379,-0.004,25,-1,0.82,0.83,-0.01,-0.005,25440,21704,9470,30Y-52,-0.16016666670000002,0.0035392534999999998,down,down
1064,1073,2,0,0,0,10,6,1,0,0,0,100000000,0,0,0,2600000000,-2900000000,200000000,0,0,0,2017-05-31,30Y-52,29.3287671233,1003,3253,0.002,25,-1,0.8240000000000001,0.815,0.009000000000000001,-0.02,25440,21704,9470,30Y-52,-0.2,-0.2167226891,down,up
1067,1076,2,2,0,0,21,20,0,0,0,0,-600000000,2800000000,0,0,21500000000,-23700000000,0,0,0,0,2017-05-12,30Y-53,29.630136986300002,1002,3108,0.009000000000000001,25,-1,0.835,0.835,0.0,0.015,25163,21698,10913,30Y-53,-0.11,-0.0665217391,down,down
1071,1080,2,1,0,0,15,14,0,0,0,0,6100000000,4400000000,0,0,-14004000000,3504000000,0,0,0,0,2017-06-09,30Y-53,29.5534246575,1007,2811,-0.004,25,-1,0.805,0.8140000000000001,-0.009000000000000001,0.0,25163,21698,11013,30Y-53,-0.12,0.0053503368,down,down
1073,1082,2,2,0,0,22,11,0,0,0,0,12900000000,-3000000000,0,0,5300000000,-15200000000,0,0,0,0,2017-05-31,30Y-53,29.578082191799997,1003,3253,0.002,25,-1,0.815,0.805,0.01,-0.02,25163,21698,10913,30Y-53,-0.08916666670000001,-0.0752354029,down,down
1080,1089,13,4,0,0,18,13,0,0,0,0,-54900000000,7200000000,0,0,11400000000,36300000000,0,0,0,0,2017-06-09,30Y-54,29.8,1007,2811,-0.004,25,-1,0.785,0.795,-0.01,-0.004,8489,7232,8178,30Y-54,-0.0898251748,0.0090483115,down,down
1084,1093,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,40Y-1,30.8410958904,1003,2812,-0.01,25,-1,0.705,0.7,0.005,-0.01,7277,7018,1222,40Y-1,-0.0908955224,0.009752676,down,up
1090,1099,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,40Y-1,30.802739726,1007,2811,-0.004,25,-1,0.695,0.705,-0.01,0.0,7277,7018,1222,40Y-1,-0.15,0.0099371711,down,down
1129,1139,2,0,0,0,1,4,5,0,0,0,-100000000,0,0,0,100000000,0,0,0,0,0,2017-05-12,40Y-6,35.8821917808,1002,3108,0.009000000000000001,25,-1,0.81,0.81,0.0,0.015,17698,15978,9175,40Y-6,-0.11,0.0091525424,down,down
1148,1158,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,40Y-8,37.8821917808,1002,3108,0.009000000000000001,25,-1,0.875,0.875,0.0,0.015,21847,19983,11631,40Y-8,-0.1103846154,0.0094547125,down,up
1172,1182,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,293,1.0575342466,2801,8916,0.006,1,3,-0.165,-0.165,0.0,0.0,20749,17461,10309,293,-0.5,-0.10009404390000001,down,down
1182,1193,1,0,1,0,0,2,0,0,0,0,43200000000,0,-43200000000,0,0,0,0,0,0,0,2017-05-22,295,1.0876712329,2812,10810,-0.001,1,3,-0.16,-0.165,0.005,0.01,18930,17279,7161,295,-0.075,0.0096489688,down,down
1187,1198,2,0,0,0,0,1,0,0,0,0,8500000000,0,0,0,0,-8500000000,0,0,0,0,2017-06-09,295,1.0328767123,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.004,18930,17279,7541,295,-0.065,0.0095994278,down,down
1197,1208,3,5,0,0,3,1,0,0,0,0,15000000000,-15000000000,0,0,-500000000,500000000,0,0,0,0,2017-05-31,296,1.3095890411,2801,8916,0.006,1,3,-0.165,-0.165,0.0,-0.001,58521,51923,18031,296,-0.08,0.0096797719,down,up
1198,1209,2,1,0,0,0,0,0,0,0,0,1600000000,-1600000000,0,0,0,0,0,0,0,0,2017-05-24,297,1.5780821918,2805,12807,0.009000000000000001,1,3,-0.171,-0.17,-0.001,-0.006,20840,17299,9974,297,-0.09,-0.085,down,down
1255,1266,2,0,0,0,4,1,0,0,0,0,-100000000,0,0,0,0,100000000,0,0,0,0,2017-05-24,2Y-365,1.0630136986,2805,12807,0.009000000000000001,1,3,-0.17,-0.17,0.0,-0.01,25885,20915,9260,2Y-365,-0.0800101584,0.0097610594,down,down
1271,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,2Y-366,2.0,2801,8916,0.006,1,3,-0.165,-0.165,0.0,0.0,23150,20903,8868,2Y-366,-0.5,-0.51,down,down
1279,1291,3,1,0,0,0,0,0,0,0,0,-100000000000,100000000000,0,0,0,0,0,0,0,0,2017-06-09,2Y-367,1.1863013699,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.004,22999,21459,10971,2Y-367,-0.5,0.0093540373,down,stay
1288,1300,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,2Y-368,1.2712328767,2801,4911,-0.008,1,3,-0.12,-0.145,0.025,0.004,24567,20843,9053,2Y-368,-0.5,-0.5,down,down
1291,1303,2,2,0,0,5,4,0,0,0,0,100000000,0,0,0,1200000000,-1300000000,0,0,0,0,2017-05-22,2Y-369,1.4082191781,2812,10810,-0.001,1,3,-0.16,-0.165,0.005,0.01,23302,20975,14581,2Y-369,-0.38,0.004,down,up
1309,1321,0,0,0,0,6,2,0,2,0,0,0,0,0,0,-23900000000,10500000000,0,13400000000,0,0,2017-05-22,2Y-371,1.5753424658000001,2812,10810,-0.001,1,3,-0.16,-0.165,0.005,0.01,26067,20809,15657,2Y-371,-0.5,-0.508582996,down,down
1315,1327,0,0,0,0,8,7,0,0,0,0,0,0,0,0,13000000000,-13000000000,0,0,0,0,2017-06-09,2Y-371,1.5205479452,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,26067,20809,15657,2Y-371,-0.45,-0.51,down,down
1316,1328,2,1,1,0,9,5,0,0,0,0,0,5000000000,-5000000000,0,-11000000000,11000000000,0,0,0,0,2017-05-31,2Y-371,1.5452054795,2801,8916,0.006,1,3,-0.17,-0.17,0.0,0.0,26067,20809,15657,2Y-371,-0.42870689659999994,-0.433964497,down,up
1318,1330,0,0,0,0,32,25,0,2,0,0,0,0,0,0,-49600000000,24400000000,0,25200000000,0,0,2017-05-22,2Y-372,1.6602739726,2812,10810,-0.001,1,3,-0.16,-0.165,0.005,0.01,25555,20942,12412,2Y-372,-0.1213580247,-0.037491841500000005,down,down
1319,1331,2,1,0,0,11,10,0,0,0,0,69200000000,-70000000000,0,0,300000000,500000000,0,0,0,0,2017-05-17,2Y-372,1.6684931507,2804,11013,0.006999999999999999,1,3,-0.18,-0.185,0.005,0.005,25555,20942,15657,2Y-372,-0.1561034164,-0.16941828250000002,down,down
1324,1336,2,2,0,0,8,7,0,1,0,0,0,0,0,0,2200000000,2800000000,0,-5000000000,0,0,2017-06-09,2Y-372,1.6054794521,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,25555,20942,12452,2Y-372,-0.0673919234,-0.015549036,down,down
1325,1337,1,1,0,0,22,15,1,0,0,0,100000000,-100000000,0,0,-36800000000,36900000000,-100000000,0,0,0,2017-05-31,2Y-372,1.6301369863,2801,8916,0.006,1,3,-0.17,-0.17,0.0,0.0,25555,20942,12452,2Y-372,-0.0992207792,-0.0144975288,down,up
1328,1340,2,1,0,0,23,20,0,0,0,0,11200000000,-19500000000,0,0,3800000000,4500000000,0,0,0,0,2017-05-17,2Y-373,1.7534246575,2804,11013,0.006999999999999999,1,3,-0.18,-0.185,0.005,0.005,26435,20944,12099,2Y-373,-0.10376543210000001,-0.0580701754,down,down
1333,1345,3,1,0,0,10,9,0,1,0,0,-2400000000,-6900000000,0,0,8100000000,7000000000,0,-5800000000,0,0,2017-06-09,2Y-373,1.6904109588999998,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,26435,20944,9099,2Y-373,-0.098816568,-0.028932874400000006,down,up
1336,1348,2,1,0,0,12,15,0,0,0,0,12800000000,-7800000000,0,0,-13000000000,8000000000,0,0,0,0,2017-05-22,2Y-374,1.8219178081999998,2812,10810,-0.001,1,3,-0.16,-0.165,0.005,0.01,23738,20875,2405,2Y-374,-0.1072,-0.10684684679999999,down,down
1342,1354,5,1,0,0,6,7,0,1,0,0,24800000000,-24800000000,0,0,9700000000,-2300000000,0,-7400000000,0,0,2017-06-09,2Y-374,1.7671232877,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,23738,20875,2411,2Y-374,-0.0910537919,-0.10252212390000001,down,down
1345,1357,2,4,0,0,16,11,0,0,0,0,15400000000,-6500000000,0,0,-28900000000,20000000000,0,0,0,0,2017-05-22,2Y-375,1.9068493150999999,2812,10810,-0.001,1,3,-0.155,-0.16,0.005,0.01,22771,19882,1677,2Y-375,-0.076522696,-0.0123404255,down,down
1351,1363,8,5,0,0,12,13,1,0,0,0,22000000000,-22000000000,0,0,7000000000,-12000000000,5000000000,0,0,0,2017-06-09,2Y-375,1.8520547945,2801,4911,-0.008,1,3,-0.12,-0.145,0.025,0.005,22771,19882,6123,2Y-375,-0.0666691315,0.0011143271,down,down
1352,1364,2,4,0,0,5,6,1,0,0,0,21300000000,-21300000000,0,0,13000000000,-18000000000,5000000000,0,0,0,2017-05-31,2Y-375,1.8767123288,2801,8916,0.006,1,3,-0.17,-0.17,0.0,-0.001,22771,19882,4423,2Y-375,-0.0971334068,-0.0035884831,down,up
1372,1384,3,0,1,0,4,3,0,0,0,0,-196300000000,0,191300000000,0,0,5000000000,0,0,0,0,2017-05-22,302,2.0876712329,2812,10810,-0.001,1,3,-0.145,-0.151,0.006,0.009000000000000001,20935,19230,5537,302,-0.028831376699999998,-0.0282106927,down,down
1381,1393,37,2,1,0,14,5,0,0,0,0,186900000000,-2000000000,-139900000000,0,-48000000000,3000000000,0,0,0,0,2017-05-22,303,2.3397260274,2812,10810,-0.001,1,3,-0.145,-0.15,0.005,0.01,45859,38370,11537,303,-0.0583588621,0.0058736426,down,up
1382,1394,3,1,0,0,2,1,0,0,0,0,-14600000000,5000000000,0,0,8600000000,1000000000,0,0,0,0,2017-05-17,303,2.3479452055000003,2804,11013,0.006999999999999999,1,3,-0.165,-0.165,0.0,-0.001,45859,38370,11537,303,-0.1,-0.0911617524,down,down
1399,1411,8,0,0,0,10,2,0,0,0,0,500000000,0,0,0,0,-500000000,0,0,0,0,2017-05-22,305,2.5890410959,2812,10810,-0.001,1,3,-0.14,-0.145,0.005,0.01,70770,60084,25883,305,-0.095,0.0065895903,down,up
1417,1429,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-22,307,2.8383561644,2812,10810,-0.001,1,3,-0.13,-0.136,0.006,0.009000000000000001,25085,20116,8421,307,-0.095,0.0073406114,down,up
1424,1436,2,1,0,0,0,0,0,0,0,0,1000000000,-1000000000,0,0,0,0,0,0,0,0,2017-05-31,307,2.8082191781,2801,8916,0.006,1,3,-0.14400000000000002,-0.14400000000000002,0.0,-0.005,25085,20116,8421,307,-0.115,0.0048705992,down,down
1443,1455,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-22,5Y-114,1.3397260274,2812,10810,-0.001,1,3,-0.16,-0.165,0.005,0.01,27192,24660,14690,5Y-114,-0.12,-0.0059673025000000005,down,down
1449,1461,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,5Y-114,1.2849315068,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,27192,24660,14890,5Y-114,-0.06,0.0032434351000000003,down,down
1462,1474,3,0,0,0,3,1,0,0,0,0,7000000000,0,0,0,700000000,-7700000000,0,0,0,0,2017-05-17,5Y-116,1.5972602740000001,2804,11013,0.006999999999999999,1,3,-0.185,-0.19,0.005,0.004,81984,74807,54683,5Y-116,-0.1,0.0029436546,down,down
1467,1479,2,0,0,0,6,1,0,0,0,0,-3000000000,0,0,0,5000000000,-2000000000,0,0,0,0,2017-06-09,5Y-116,1.5342465753,2801,4911,-0.008,1,3,-0.125,-0.15,0.025,0.005,81984,74807,55472,5Y-116,-0.0679166667,0.0053597027,down,up
1468,1480,2,3,0,0,17,7,0,0,0,0,-6000000000,-1000000000,0,0,12000000000,-5000000000,0,0,0,0,2017-05-31,5Y-116,1.5589041096,2801,8916,0.006,1,3,-0.175,-0.175,0.0,0.0,81984,74807,55274,5Y-116,-0.09942307689999999,0.0008303385000000001,down,down
1469,1481,12,1,0,0,6,0,0,0,0,0,200000000000,-200000000000,0,0,0,0,0,0,0,0,2017-05-24,5Y-117,1.8246575341999998,2805,12807,0.009000000000000001,1,3,-0.175,-0.17,-0.005,-0.01,92891,73841,57957,5Y-117,-0.01,-0.0031474539,down,down
1477,1489,2,4,0,0,14,4,0,0,0,0,-2800000000,0,0,0,-11200000000,14000000000,0,0,0,0,2017-05-31,5Y-117,1.8054794521,2801,8916,0.006,1,3,-0.17,-0.17,0.0,0.0,92891,73841,58021,5Y-117,-0.080990991,0.0024795301,down,up
1478,1490,2,2,0,0,3,2,2,0,0,0,-500000000,0,0,0,100000000,400000000,0,0,0,0,2017-05-24,5Y-118,2.0767123288,2805,12807,0.009000000000000001,1,3,-0.159,-0.155,-0.004,-0.01,55873,49074,35411,5Y-118,-0.0787635756,0.0091210887,down,up
1479,1491,3,1,0,0,4,4,2,0,0,0,150000000000,-150000000000,0,0,0,0,0,0,0,0,2017-05-22,5Y-118,2.0876712329,2812,10810,-0.001,1,3,-0.145,-0.151,0.006,0.009000000000000001,55873,49074,35411,5Y-118,-0.07757200800000001,-0.016677881000000002,down,down
1485,1497,2,2,0,0,1,0,2,0,0,0,-9200000000,0,0,0,9200000000,0,0,0,0,0,2017-06-09,5Y-118,2.0328767122999998,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.004,55873,49074,35411,5Y-118,-0.06520138090000001,0.008669085600000001,down,down
1486,1498,3,2,0,0,4,1,2,0,0,0,23000000000,-22500000000,0,0,0,-500000000,0,0,0,0,2017-05-31,5Y-118,2.0575342466,2801,8916,0.006,1,3,-0.154,-0.155,0.001,0.0,55873,49074,35411,5Y-118,-0.0713043478,0.01,down,up
1488,1500,6,1,0,0,9,5,0,0,0,0,300600000000,-300000000000,0,0,-100000000,-500000000,0,0,0,0,2017-05-22,5Y-119,2.0876712329,2812,10810,-0.001,1,3,-0.145,-0.151,0.006,0.009000000000000001,26984,24589,12735,5Y-119,-0.095,-0.0366087751,down,down
1489,1501,4,1,0,0,6,6,0,0,0,0,14100000000,-14000000000,0,0,0,-100000000,0,0,0,0,2017-05-17,5Y-119,2.095890411,2804,11013,0.006999999999999999,1,3,-0.165,-0.16899999999999998,0.004,-0.001,26984,24589,12735,5Y-119,-0.105,0.0092307692,down,up
1494,1506,2,1,0,0,4,2,0,0,0,0,-16700000000,9800000000,0,0,-100000000,7000000000,0,0,0,0,2017-06-09,5Y-119,2.0328767122999998,2801,4911,-0.008,1,3,-0.115,-0.14,0.025,0.004,26984,24589,12735,5Y-119,-0.0658391737,0.0066835159,down,down
1495,1507,4,5,0,0,11,6,0,0,0,0,3800000000,-1000000000,0,0,-9800000000,7000000000,0,0,0,0,2017-05-31,5Y-119,2.0575342466,2801,8916,0.006,1,3,-0.154,-0.155,0.001,0.0,26984,24589,12735,5Y-119,-0.09556338029999999,-0.0395592705,down,up
1515,1527,7,0,0,0,6,6,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,2017-05-22,5Y-122,2.5890410959,2812,10810,-0.001,1,3,-0.14,-0.145,0.005,0.005,88563,74413,66664,5Y-122,-0.07271743879999999,0.0097702198,down,down
1516,1528,5,0,0,0,4,3,0,0,0,0,-300000000,0,0,0,0,300000000,0,0,0,0,2017-05-17,5Y-122,2.597260274,2804,11013,0.006999999999999999,1,3,-0.155,-0.159,0.004,0.001,88563,74413,66664,5Y-122,-0.1082142857,-0.0136428571,down,down
