,Unnamed: 0,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x.1,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
155,158,2,0,0,0,1,0,0,0,0,0,1000000000.0,0.0,0,0,-1000000000.0,0.0,0,0.0,0,0,8,41,24.30410959,2017,5475,-0.006999999999999999,10,25,0.615,0.625,-0.01,-0.005,30111,25619,3874,41,-0.059096045,0.00299435,2,0
156,159,2,0,0,0,1,0,0,0,0,0,1000000000.0,0.0,0,0,-1000000000.0,0.0,0,0.0,0,0,8,41,24.30410959,2017,5475,-0.006999999999999999,10,25,0.615,0.625,-0.01,-0.005,30111,25619,3874,41,-0.059096045,0.00299435,2,0
198,207,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,200000000.0,0.0,0,0.0,0,0,9,148,10.77260274,2009,4236,-0.005,10,25,0.085,0.079,0.006,-0.016,7993,7307,1954,148,-0.019163347,-0.125,2,0
200,209,2,0,0,0,1,0,0,0,0,0,200000000.0,0.0,0,0,-200000000.0,0.0,0,0.0,0,0,8,148,10.79178082,2017,5475,-0.006999999999999999,10,25,0.075,0.08,-0.005,-0.005,7993,7307,1954,148,-0.019163347,-0.099641434,2,0
201,210,2,0,0,0,1,0,0,0,0,0,200000000.0,0.0,0,0,-200000000.0,0.0,0,0.0,0,0,8,148,10.79178082,2017,5475,-0.006999999999999999,10,25,0.075,0.08,-0.005,-0.005,7993,7307,1954,148,-0.019163347,-0.099641434,2,0
243,252,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,100000000.0,0.0,0,0.0,0,0,9,0,11.77260274,2009,4236,-0.005,10,25,0.125,0.11900000000000001,0.006,-0.016,9017,8302,1756,0,-0.018609272,-0.12506188099999999,2,0
244,253,3,0,0,0,2,0,0,0,0,0,1500000000.0,0.0,0,0,-1500000000.0,0.0,0,0.0,0,0,2,0,11.78630137,2009,4992,-0.017,10,25,0.11,0.11,0.0,-0.005,9017,8302,1756,0,-0.018609272,-0.11294702,2,0
261,270,8,0,0,0,3,3,0,0,0,0,0.0,0.0,0,0,-500000000.0,500000000.0,0,0.0,0,0,2,18,12.03835616,2009,4992,-0.017,10,25,0.12,0.12,0.0,-0.005,22654,20266,5337,18,-0.042368420999999996,0.005263158,0,0
265,274,0,0,0,0,8,3,0,0,0,0,0.0,0.0,0,0,10800000000.0,-4500000000.0,0,0.0,0,0,9,259,12.27671233,2009,4236,-0.005,10,25,0.145,0.139,0.006,-0.016,34573,30244,15860,259,-0.09304932699999999,-0.131430636,1,0
267,276,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,8,259,12.29589041,2017,5475,-0.006999999999999999,10,25,0.135,0.14,-0.005,-0.005,34573,30244,15584,259,-0.093183857,-0.079636771,2,0
268,277,22,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,8,259,12.29589041,2017,5475,-0.006999999999999999,10,25,0.135,0.14,-0.005,-0.005,34573,30244,15584,259,-0.093183857,-0.079636771,2,0
277,286,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0,200000000.0,-200000000.0,0,0.0,0,0,9,17,12.5260274,2009,4236,-0.005,10,25,0.155,0.15,0.005,-0.02,10990,10049,2109,17,-0.056684211,-0.12,1,0
284,293,26,0,0,0,2,0,1,0,0,0,-200000000.0,0.0,0,0,0.0,0.0,200000000,0.0,0,0,8,42,12.79178082,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,11643,10070,2390,42,-0.092923497,-0.081803279,2,0
285,294,26,0,0,0,2,0,1,0,0,0,-200000000.0,0.0,0,0,0.0,0.0,200000000,0.0,0,0,8,42,12.79178082,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,11643,10070,2390,42,-0.092923497,-0.081803279,2,0
289,298,26,0,0,0,4,1,0,0,0,0,1200000000.0,0.0,0,0,-700000000.0,-500000000.0,0,0.0,0,0,2,204,12.78630137,2009,4992,-0.017,10,25,0.16,0.16,0.0,-0.005,25152,20080,3568,204,-0.05792256900000001,-0.044523135,1,0
290,299,14,0,0,0,2,1,1,0,0,0,400000000.0,0.0,0,0,-1000000000.0,500000000.0,100000000,0.0,0,0,8,204,12.79178082,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,25152,20080,3568,204,-0.058073308,-0.043909774000000006,0,0
291,300,14,0,0,0,2,1,1,0,0,0,400000000.0,0.0,0,0,-1000000000.0,500000000.0,100000000,0.0,0,0,8,204,12.79178082,2017,5475,-0.006999999999999999,10,25,0.165,0.17,-0.005,-0.005,25152,20080,3568,204,-0.058073308,-0.043909774000000006,0,0
299,308,0,0,0,0,3,1,0,0,0,0,0.0,0.0,0,0,2600000000.0,-200000000.0,0,0.0,0,0,9,283,13.02465753,2009,4236,-0.005,10,25,0.18,0.175,0.005,-0.021,12586,10022,2027,283,-0.020204081999999998,-0.124893617,1,0
300,309,4,0,0,0,1,1,0,0,0,0,1700000000.0,0.0,0,0,-700000000.0,-1000000000.0,0,0.0,0,0,2,283,13.03835616,2009,4992,-0.017,10,25,0.17,0.17,0.0,-0.005,12586,10022,2027,283,-0.020204081999999998,-0.102419825,1,0
318,327,4,0,0,0,0,1,0,0,0,0,1000000000.0,0.0,0,0,0.0,-1000000000.0,0,0.0,0,0,2,140,13.29041096,2009,4992,-0.017,10,25,0.185,0.185,0.0,-0.005,12269,9998,4038,140,-0.094226191,-0.070238095,0,0
324,333,7,0,0,0,0,4,4,0,0,0,1800000000.0,0.0,0,0,0.0,-3200000000.0,1400000000,0.0,0,0,8,75,13.54520548,2017,5475,-0.006999999999999999,10,25,0.2,0.205,-0.005,-0.005,24569,20034,3037,75,-0.08591792699999999,-0.040172786,0,0
325,334,7,0,0,0,0,4,4,0,0,0,1800000000.0,0.0,0,0,0.0,-3200000000.0,1400000000,0.0,0,0,8,75,13.54520548,2017,5475,-0.006999999999999999,10,25,0.2,0.205,-0.005,-0.005,24569,20034,3037,75,-0.08591792699999999,-0.040172786,0,0
334,343,1,0,0,0,3,0,0,0,0,0,35000000000.0,0.0,0,0,6400000000.0,0.0,0,0.0,0,0,9,87,13.77260274,2009,4236,-0.005,10,25,0.215,0.21,0.005,-0.02,12547,10072,1219,87,-0.07652078799999999,-0.11278998800000001,2,0
336,345,4,0,0,0,5,2,0,0,0,0,700000000.0,0.0,0,0,0.0,-700000000.0,0,0.0,0,0,8,87,13.79178082,2017,5475,-0.006999999999999999,10,25,0.205,0.21,-0.005,-0.005,12547,10072,1215,87,-0.07652078799999999,-0.09858132800000001,1,0
347,356,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0,0,0.0,-1700000000.0,1700000000,0.0,0,0,8,36,13.79178082,2017,5475,-0.006999999999999999,10,25,0.21,0.215,-0.005,-0.005,11117,10007,1676,36,-0.11,-0.13,0,0
348,357,0,0,0,0,0,3,3,0,0,0,0.0,0.0,0,0,0.0,-1700000000.0,1700000000,0.0,0,0,8,36,13.79178082,2017,5475,-0.006999999999999999,10,25,0.21,0.215,-0.005,-0.005,11117,10007,1676,36,-0.11,-0.13,0,0
351,360,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,5600000000.0,0.0,0,0.0,0,0,9,11,14.02465753,2009,4236,-0.005,10,25,0.23,0.225,0.005,-0.02,22063,20202,4263,11,-0.060178197,-0.126259352,2,0
352,361,8,1,0,0,0,1,0,0,0,0,34500000000.0,-35000000000.0,0,0,0.0,500000000.0,0,0.0,0,0,2,11,14.03835616,2009,4992,-0.017,10,25,0.21600000000000003,0.22,-0.004,-0.005,22063,20202,4263,11,-0.027908497,-0.12490196099999999,1,0
353,362,8,0,0,0,2,0,0,0,0,0,500000000.0,0.0,0,0,-500000000.0,0.0,0,0.0,0,0,8,11,14.04383562,2017,5475,-0.006999999999999999,10,25,0.225,0.23,-0.005,-0.005,22063,20202,4263,11,-0.054018088,-0.071356589,2,0
356,365,0,0,0,0,1,2,0,0,0,0,0.0,0.0,0,0,200000000.0,-600000000.0,0,0.0,0,0,9,145,14.02465753,2009,4236,-0.005,10,25,0.23,0.225,0.005,-0.02,12499,10044,2259,145,-0.09806818199999999,-0.105,0,0
357,366,9,2,0,0,2,1,0,0,0,0,25300000000.0,-25100000000.0,0,0,200000000.0,-400000000.0,0,0.0,0,0,2,145,14.03835616,2009,4992,-0.017,10,25,0.21600000000000003,0.22,-0.004,-0.005,12499,10044,2259,145,-0.096630435,-0.02125,0,0
364,373,47,2,1,0,1,0,0,0,0,0,2500000000.0,0.0,-3000000000,0,500000000.0,0.0,0,0.0,0,0,8,12,14.29589041,2017,5475,-0.006999999999999999,10,25,0.235,0.24,-0.005,-0.005,23624,20045,3760,12,-0.084501472,-0.089870047,1,0
368,377,7,0,0,0,6,0,0,0,0,0,8100000000.0,0.0,0,0,-8100000000.0,0.0,0,0.0,0,0,2,280,14.29041096,2009,4992,-0.017,10,25,0.23,0.23,0.0,-0.005,10993,10002,1666,280,-0.020809524,-0.044476191,2,0
378,387,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0,500000000.0,-500000000.0,0,0.0,0,0,9,55,14.5260274,2009,4236,-0.005,10,25,0.255,0.25,0.005,-0.02,22011,20073,2592,55,-0.050394089,-0.119811321,1,0
379,388,5,0,0,0,3,1,0,0,0,0,1500000000.0,0.0,0,0,-1000000000.0,-500000000.0,0,0.0,0,0,2,55,14.53972603,2009,4992,-0.017,10,25,0.24,0.245,-0.005,-0.005,22011,20073,2592,55,-0.050394089,0.0027586209999999997,1,0
385,394,3,9,0,0,1,0,0,0,0,0,20400000000.0,-20700000000.0,0,0,300000000.0,0.0,0,0.0,0,0,8,133,14.79452055,2017,5475,-0.006999999999999999,10,25,0.26,0.265,-0.005,-0.005,11263,9997,1312,133,-0.100217391,-0.09849033800000001,0,0
386,395,3,9,0,0,1,0,0,0,0,0,20400000000.0,-20700000000.0,0,0,300000000.0,0.0,0,0.0,0,0,8,133,14.79452055,2017,5475,-0.006999999999999999,10,25,0.26,0.265,-0.005,-0.005,11263,9997,1312,133,-0.100217391,-0.09849033800000001,0,0
395,404,6,1,0,0,0,0,0,0,0,0,300000000.0,-300000000.0,0,0,0.0,0.0,0,0.0,0,0,2,139,14.789041099999999,2009,4992,-0.017,10,25,0.255,0.26,-0.005,-0.005,11993,10946,1672,139,-0.07981132099999999,-0.021396226,0,0
396,405,2,2,0,0,2,1,0,0,0,0,500000000.0,0.0,0,0,-600000000.0,100000000.0,0,0.0,0,0,8,139,14.79452055,2017,5475,-0.006999999999999999,10,25,0.265,0.27,-0.005,-0.005,11993,10946,1672,139,-0.07939068099999999,-0.021971326,0,0
397,406,2,2,0,0,2,1,0,0,0,0,500000000.0,0.0,0,0,-600000000.0,100000000.0,0,0.0,0,0,8,139,14.79452055,2017,5475,-0.006999999999999999,10,25,0.265,0.27,-0.005,-0.005,11993,10946,1672,139,-0.07939068099999999,-0.021971326,0,0
401,410,1,0,0,0,1,0,0,0,0,0,300000000.0,0.0,0,0,-300000000.0,0.0,0,0.0,0,0,2,174,15.04109589,2009,4992,-0.017,10,25,0.265,0.27,-0.005,-0.005,12659,10982,3332,174,-0.11,-0.12,2,0
402,411,3,0,0,0,1,3,2,0,0,0,0.0,0.0,0,0,-1500000000.0,1500000000.0,0,0.0,0,0,8,174,15.04657534,2017,5475,-0.006999999999999999,10,25,0.275,0.28,-0.005,-0.005,12659,10982,3332,174,-0.087678571,-0.07482142900000001,1,0
403,412,3,0,0,0,1,3,2,0,0,0,0.0,0.0,0,0,-1500000000.0,1500000000.0,0,0.0,0,0,8,174,15.04657534,2017,5475,-0.006999999999999999,10,25,0.275,0.28,-0.005,-0.005,12659,10982,3332,174,-0.087678571,-0.07482142900000001,1,0
418,427,2,0,0,0,8,5,0,0,0,0,1500000000.0,0.0,0,0,-5000000000.0,3500000000.0,0,0.0,0,0,2,251,15.29315068,2009,4992,-0.017,10,25,0.28,0.285,-0.005,-0.005,38089,32913,7222,251,-0.093217391,-0.080434783,1,0
425,434,2,2,0,0,4,1,0,0,0,0,600000000.0,0.0,0,0,-1100000000.0,500000000.0,0,0.0,0,0,8,229,15.54794521,2017,5475,-0.006999999999999999,10,25,0.3,0.305,-0.005,-0.005,25646,22039,3069,229,-0.062909483,-0.067403017,0,0
436,445,4,0,0,1,3,2,1,0,0,0,4500000000.0,0.0,0,-3500000000,1500000000.0,-3500000000.0,1000000000,0.0,0,0,8,3,15.79452055,2017,5475,-0.006999999999999999,10,25,0.315,0.32,-0.005,-0.005,25303,21894,8680,3,-0.09607594900000001,-0.063839662,0,0
437,446,4,0,0,1,3,2,1,0,0,0,4500000000.0,0.0,0,-3500000000,1500000000.0,-3500000000.0,1000000000,0.0,0,0,8,3,15.79452055,2017,5475,-0.006999999999999999,10,25,0.315,0.32,-0.005,-0.005,25303,21894,8680,3,-0.09607594900000001,-0.063839662,0,0
446,455,0,0,0,0,5,6,0,0,0,0,0.0,0.0,0,0,8000000000.0,-5100000000.0,0,0.0,0,0,9,83,16.02739726,2009,4236,-0.005,10,25,0.33,0.325,0.005,-0.021,39442,32896,16131,83,-0.099047619,-0.12040358699999999,1,0
447,456,4,0,0,0,6,3,0,0,0,0,2800000000.0,0.0,0,0,4200000000.0,-7000000000.0,0,0.0,0,0,2,83,16.04109589,2009,4992,-0.017,10,25,0.315,0.32,-0.005,-0.005,39442,32896,16131,83,-0.099047619,-0.05968254,0,0
451,460,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,1000000000.0,0.0,0,0.0,0,0,9,166,16.27945205,2009,4236,-0.005,10,25,0.345,0.34,0.005,-0.021,37907,32823,17246,166,-0.055338078,-0.12666666699999998,2,0
457,466,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,3500000000.0,0.0,0,0.0,0,0,9,1,16.52876712,2009,4236,-0.005,10,25,0.36,0.355,0.005,-0.021,38895,32849,22345,1,-0.047622951,-0.129672131,2,0
458,467,2,0,0,0,6,2,0,0,0,0,1100000000.0,0.0,0,0,-1100000000.0,0.0,0,0.0,0,0,2,1,16.54246575,2009,4992,-0.017,10,25,0.345,0.35,-0.005,-0.005,38895,32849,22345,1,-0.046136364000000006,-0.09280303,1,0
468,477,0,0,0,0,1,2,0,0,0,0,0.0,0.0,0,0,1000000000.0,-4300000000.0,0,0.0,0,0,9,247,17.02739726,2009,4236,-0.005,10,25,0.386,0.385,0.001,-0.021,40400,32734,16935,247,-0.070351202,-0.128518519,1,0
469,478,13,2,0,0,2,1,0,0,0,0,25000000000.0,-24700000000.0,0,0,0.0,-300000000.0,0,0.0,0,0,2,247,17.04109589,2009,4992,-0.017,10,25,0.375,0.38,-0.005,-0.005,40400,32734,16935,247,-0.078510274,0.001130137,0,0
474,483,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0,0,500000000.0,-2000000000.0,0,0.0,0,0,9,65,17.27945205,2009,4236,-0.005,10,25,0.405,0.4,0.005,-0.025,38530,32797,13151,65,-0.09698257099999999,-0.12513618699999998,0,0
475,484,2,1,0,0,1,2,0,0,0,0,-400000000.0,200000000.0,0,0,-1500000000.0,1700000000.0,0,0.0,0,0,2,65,17.29315068,2009,4992,-0.017,10,25,0.39,0.395,-0.005,-0.005,38530,32797,13151,65,-0.095727651,-0.06487526,1,0
476,485,2,1,0,0,8,4,0,0,0,0,2100000000.0,-2000000000.0,0,0,-100000000.0,0.0,0,0.0,0,0,8,65,17.29863014,2017,5475,-0.006999999999999999,10,25,0.4,0.41,-0.01,-0.005,38530,32797,13151,65,-0.096734475,-0.067494647,0,0
477,486,2,1,0,0,8,4,0,0,0,0,2100000000.0,-2000000000.0,0,0,-100000000.0,0.0,0,0.0,0,0,8,65,17.29863014,2017,5475,-0.006999999999999999,10,25,0.4,0.41,-0.01,-0.005,38530,32797,13151,65,-0.096734475,-0.067494647,0,0
480,489,0,0,0,0,2,1,2,0,0,0,0.0,0.0,0,0,900000000.0,-500000000.0,0,0.0,0,0,9,76,17.52876712,2009,4236,-0.005,10,25,0.425,0.42,0.005,-0.025,39555,32982,19568,76,-0.099243698,-0.11684058,0,0
485,494,0,0,0,0,2,1,0,0,0,0,0.0,0.0,0,0,2100000000.0,-2000000000.0,0,0.0,0,0,9,63,17.77534247,2009,4236,-0.005,10,25,0.436,0.435,0.001,-0.021,39639,32761,17596,63,-0.077670843,-0.10378882,1,0
487,496,2,1,1,0,8,3,0,0,0,0,2000000000.0,4000000000.0,-4000000000,0,-4000000000.0,2000000000.0,0,0.0,0,0,8,63,17.79452055,2017,5475,-0.006999999999999999,10,25,0.435,0.44,-0.005,-0.005,39639,32761,17596,63,-0.078460334,-0.061601307,1,0
488,497,2,1,1,0,8,3,0,0,0,0,2000000000.0,4000000000.0,-4000000000,0,-4000000000.0,2000000000.0,0,0.0,0,0,8,63,17.79452055,2017,5475,-0.006999999999999999,10,25,0.435,0.44,-0.005,-0.005,39639,32761,17596,63,-0.078460334,-0.061601307,1,0
491,500,0,0,0,0,4,3,0,0,0,0,0.0,0.0,0,0,1700000000.0,-6400000000.0,0,0.0,0,0,9,241,18.02739726,2009,4236,-0.005,10,25,0.446,0.445,0.001,-0.021,39123,32696,21324,241,-0.08365384599999999,-0.11970297,1,0
493,502,2,1,0,0,5,2,2,0,0,0,27200000000.0,-25200000000.0,0,0,-2000000000.0,0.0,0,0.0,0,0,8,241,18.04657534,2017,5475,-0.006999999999999999,10,25,0.445,0.45,-0.005,-0.005,39123,32696,21323,241,-0.085251799,-0.078069544,0,0
494,503,2,1,0,0,5,2,2,0,0,0,27200000000.0,-25200000000.0,0,0,-2000000000.0,0.0,0,0.0,0,0,8,241,18.04657534,2017,5475,-0.006999999999999999,10,25,0.445,0.45,-0.005,-0.005,39123,32696,21323,241,-0.085251799,-0.078069544,0,0
497,506,0,0,0,0,3,3,0,0,0,0,0.0,0.0,0,0,5900000000.0,-10300000000.0,0,0.0,0,0,9,258,18.27945205,2009,4236,-0.005,10,25,0.465,0.46,0.005,-0.025,37666,32859,19317,258,-0.093790698,-0.11,0,0
511,520,2,2,0,0,5,3,2,0,0,0,-6000000000.0,8000000000.0,0,0,-2500000000.0,500000000.0,0,0.0,0,0,8,141,18.79726027,2017,5475,-0.006999999999999999,10,25,0.52,0.525,-0.005,-0.005,36320,30918,17982,141,-0.066712185,8.4e-05,0,0
512,521,2,2,0,0,5,3,2,0,0,0,-6000000000.0,8000000000.0,0,0,-2500000000.0,500000000.0,0,0.0,0,0,8,141,18.79726027,2017,5475,-0.006999999999999999,10,25,0.52,0.525,-0.005,-0.005,36320,30918,17982,141,-0.066712185,8.4e-05,0,0
515,524,0,1,0,0,5,0,0,0,0,0,0.0,-2000000000.0,0,0,12600000000.0,0.0,0,0.0,0,0,9,142,19.03013699,2009,4236,-0.005,10,25,0.545,0.541,0.004,-0.024,36912,29978,14466,142,-0.027117647,-0.123846154,1,0
523,532,3,3,0,0,11,7,3,0,0,0,32600000000.0,-32600000000.0,0,0,-100000000.0,-300000000.0,400000000,0.0,0,0,8,203,19.30136986,2017,5475,-0.006999999999999999,10,25,0.545,0.55,-0.005,-0.005,36976,29868,8175,203,-0.062621083,-0.042849003,1,0
533,542,2,0,0,0,66,44,0,0,0,0,13700000000.0,0.0,0,0,3000000000.0,-16700000000.0,0,0.0,0,0,2,43,19.79178082,2009,4992,-0.017,10,25,0.546,0.555,-0.009000000000000001,-0.005,11977,9938,6557,43,-0.09890832599999999,-0.10730070900000001,0,0
534,543,35,2,0,0,60,31,0,0,0,0,-6100000000.0,0.0,0,0,-17200000000.0,23300000000.0,0,0.0,0,0,8,43,19.79726027,2017,5475,-0.006999999999999999,10,25,0.56,0.565,-0.005,-0.005,11977,9938,5490,43,-0.09514412400000001,-0.09772949,0,0
535,544,35,2,0,0,60,31,0,0,0,0,-6100000000.0,0.0,0,0,-17200000000.0,23300000000.0,0,0.0,0,0,8,43,19.79726027,2017,5475,-0.006999999999999999,10,25,0.56,0.565,-0.005,-0.005,11977,9938,5490,43,-0.09514412400000001,-0.09772949,0,0
539,548,11,0,0,0,9,12,0,0,0,0,33900000000.0,0.0,0,0,-13900000000.0,-20000000000.0,0,0.0,0,0,2,279,10.03561644,2009,4992,-0.017,10,25,0.035,0.035,0.0,-0.005,16709,14575,9121,279,-0.10121513900000001,-0.120906375,1,0
546,555,0,0,0,0,4,1,1,0,0,0,0.0,0.0,0,0,200000000.0,-100000000.0,100000000,0.0,0,0,9,187,10.02191781,2009,4236,-0.005,10,25,0.05,0.045,0.005,-0.015,8317,7340,2823,187,-0.06410958900000001,-0.14677551,1,0
547,556,2,0,0,0,1,2,0,0,0,0,-1700000000.0,0.0,0,0,-8300000000.0,10000000000.0,0,0.0,0,0,2,187,10.03561644,2009,4992,-0.017,10,25,0.035,0.035,0.0,-0.005,8317,7340,2823,187,-0.06410958900000001,-0.12339041099999999,0,0
558,567,2,0,0,0,0,0,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,2,205,10.28767123,2009,4992,-0.017,10,25,0.05,0.05,0.0,-0.004,8761,7310,3693,205,-0.053396226,-0.035283019,2,0
568,577,0,0,0,0,8,1,2,0,0,0,0.0,0.0,0,0,10900000000.0,-500000000.0,1300000000,0.0,0,0,9,8,25.28493151,1008,3028,-0.008,25,-1,0.645,0.64,0.005,-0.025,30171,25645,1193,8,-0.092805755,-0.12222222199999999,1,0
570,579,2,0,0,0,5,3,0,0,0,0,4500000000.0,0.0,0,0,-4400000000.0,-100000000.0,0,0.0,0,0,8,8,25.30410959,1003,2379,-0.004,25,-1,0.64,0.65,-0.01,-0.005,30171,25645,1193,8,-0.092268041,-0.018350516,1,0
571,580,2,0,0,0,5,3,0,0,0,0,4500000000.0,0.0,0,0,-4400000000.0,-100000000.0,0,0.0,0,0,8,8,25.30410959,1003,2379,-0.004,25,-1,0.64,0.65,-0.01,-0.005,30171,25645,1193,8,-0.092268041,-0.018350516,1,0
582,591,2,0,0,0,2,0,0,0,0,0,500000000.0,0.0,0,0,-500000000.0,0.0,0,0.0,0,0,8,57,26.05205479,1003,2379,-0.004,25,-1,0.655,0.665,-0.01,-0.005,18788,15562,4837,57,-0.045355649000000005,-0.063179916,2,0
583,592,2,0,0,0,2,0,0,0,0,0,500000000.0,0.0,0,0,-500000000.0,0.0,0,0.0,0,0,8,57,26.05205479,1003,2379,-0.004,25,-1,0.655,0.665,-0.01,-0.005,18788,15562,4837,57,-0.045355649000000005,-0.063179916,2,0
591,600,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,1500000000.0,0.0,0,0.0,0,0,9,93,26.53424658,1008,3028,-0.008,25,-1,0.685,0.68,0.005,-0.02,17905,15511,5557,93,-0.052138365,-0.13,2,0
