,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
11,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,30Y-11,16.1178082192,2013,3930,0.003,10,25,0.355,0.35,0.005,0.01,3993,3993,682,30Y-11,0.0,-0.08,stay,down
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-11,17.4849315068,2006,4222,0.01,10,25,0.31,0.305,0.005,0.005,3993,3993,1447,30Y-11,-0.085,0.01,stay,stay
13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-5900000000,0,0,0,0,2017-06-23,30Y-11,16.002739726,2002,6225,0.005,10,25,0.305,0.305,0.0,-0.005,3993,3993,1447,30Y-11,-0.085,0.01,stay,stay
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-11,17.4849315068,2009,4236,-0.005,10,25,0.33,0.325,0.005,-0.02,3993,3993,682,30Y-11,-0.085,0.01,stay,stay
15,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-11,16.0410958904,2009,4992,-0.017,10,25,0.315,0.32,-0.005,-0.005,3993,3993,682,30Y-11,-0.085,0.01,down,stay
16,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-11,16.0465753425,2017,5475,-0.007,10,25,0.325,0.33,-0.005,-0.005,3993,3993,682,30Y-11,0.0,0.01,up,stay
17,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-11,16.0465753425,2017,5475,-0.007,10,25,0.325,0.33,-0.005,-0.005,3993,3993,682,30Y-11,0.0,0.01,up,stay
18,2,4,0,0,0,0,0,0,0,0,16600000000,-16600000000,0,0,0,0,0,0,0,0,2017-05-31,30Y-11,16.0657534247,2019,7279,0.003,10,25,0.33,0.325,0.005,-0.015,3993,3993,682,30Y-11,0.0,0.009899582700000001,stay,down
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-12,16.3315068493,2006,4580,-0.01,10,25,0.345,0.34,0.005,-0.005,4007,4007,1231,30Y-12,-0.11,0.01,stay,stay
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-12,17.8109589041,2011,6069,0.001,10,25,0.36,0.365,-0.005,0.005,4007,4007,1231,30Y-12,-0.11,0.01,stay,stay
21,1,1,0,0,0,0,0,0,0,0,7400000000,-7400000000,0,0,0,0,0,0,0,0,2017-05-12,30Y-12,16.3698630137,2013,3930,0.003,10,25,0.365,0.36,0.005,0.01,4007,4007,1231,30Y-12,-0.09,0.01,stay,stay
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-12,17.8109589041,2006,4222,0.01,10,25,0.315,0.315,0.0,0.005,4007,4007,1321,30Y-12,-0.11,0.01,stay,stay
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-12,17.8109589041,2002,6225,0.005,10,25,0.315,0.315,0.0,-0.005,4007,4007,1321,30Y-12,-0.11,0.01,stay,stay
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-12,17.8109589041,2009,4236,-0.005,10,25,0.34,0.335,0.005,-0.02,4007,4007,1231,30Y-12,-0.11,0.01,stay,stay
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-12,16.2931506849,2009,4992,-0.017,10,25,0.325,0.33,-0.005,-0.005,4007,4007,1231,30Y-12,-0.11,0.01,stay,stay
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-12,16.298630137,2017,5475,-0.007,10,25,0.335,0.34,-0.005,-0.005,4007,4007,1231,30Y-12,-0.11,0.01,stay,stay
27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-12,16.298630137,2017,5475,-0.007,10,25,0.335,0.34,-0.005,-0.005,4007,4007,1231,30Y-12,-0.11,0.01,stay,stay
28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-12,16.3178082192,2019,7279,0.003,10,25,0.335,0.33,0.005,-0.015,4007,4007,1231,30Y-12,-0.11,0.01,stay,stay
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-13,17.602739726,2006,4222,0.01,10,25,0.33,0.33,0.0,0.005,3995,3995,1904,30Y-13,-0.10200000000000001,0.0074444444,stay,stay
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-13,17.602739726,2002,6225,0.005,10,25,0.33,0.33,0.0,-0.005,3995,3995,1904,30Y-13,-0.10200000000000001,0.0074444444,stay,stay
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-13,17.602739726,2009,4236,-0.005,10,25,0.355,0.35,0.005,-0.02,3995,3995,539,30Y-13,-0.10200000000000001,0.0074444444,stay,stay
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-13,16.5424657534,2009,4992,-0.017,10,25,0.34,0.345,-0.005,-0.005,3995,3995,539,30Y-13,-0.10200000000000001,0.0074444444,stay,stay
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-13,16.5479452055,2017,5475,-0.007,10,25,0.35,0.355,-0.005,-0.005,3995,3995,539,30Y-13,-0.10200000000000001,0.0074444444,stay,down
34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-13,16.5479452055,2017,5475,-0.007,10,25,0.35,0.355,-0.005,-0.005,3995,3995,539,30Y-13,-0.10200000000000001,0.0074444444,stay,down
36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-14,16.8273972603,2006,4580,-0.01,10,25,0.36,0.355,0.005,-0.005,4998,4998,1447,30Y-14,-0.11,-0.065,stay,up
37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-14,16.8465753425,2011,6069,0.001,10,25,0.375,0.38,-0.005,0.005,4998,4998,1447,30Y-14,-0.11,-0.08,stay,down
38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-14,16.7369863014,2006,4222,0.01,10,25,0.335,0.335,0.0,0.005,4998,4998,1703,30Y-14,-0.11,-0.055475532200000004,stay,stay
39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-14,16.7506849315,2002,6225,0.005,10,25,0.335,0.335,0.0,-0.006,4998,4998,1703,30Y-14,-0.11,-0.055475532200000004,stay,stay
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-14,18.4246575342,2009,4236,-0.005,10,25,0.36,0.355,0.005,-0.02,4998,4998,1447,30Y-14,-0.11,-0.055475532200000004,stay,stay
41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-14,16.7890410959,2009,4992,-0.017,10,25,0.345,0.35,-0.005,-0.005,4998,4998,1447,30Y-14,-0.11,-0.055475532200000004,stay,stay
42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-14,16.7945205479,2017,5475,-0.007,10,25,0.355,0.36,-0.005,-0.005,4998,4998,1447,30Y-14,-0.11,-0.055475532200000004,stay,down
43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-14,16.7945205479,2017,5475,-0.007,10,25,0.355,0.36,-0.005,-0.005,4998,4998,1447,30Y-14,-0.11,-0.055475532200000004,stay,down
44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-14,16.8136986301,2019,7279,0.003,10,25,0.355,0.35,0.005,-0.015,4998,4998,1447,30Y-14,-0.11,0.01,stay,up
45,8,1,0,0,0,0,0,0,0,0,-15000000000,15000000000,0,0,0,0,0,0,0,0,2017-05-26,30Y-15,17.0794520548,2006,4580,-0.01,10,25,0.375,0.37,0.005,-0.005,4994,4994,1321,30Y-15,-0.11,-0.065,stay,up
46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-15,17.098630137,2011,6069,0.001,10,25,0.39,0.395,-0.005,0.005,4994,4994,1321,30Y-15,-0.11,-0.08,stay,down
47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,30Y-15,17.1178082192,2013,3930,0.003,10,25,0.395,0.39,0.005,0.01,4994,4994,1321,30Y-15,-0.11,-0.085,stay,down
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-15,18.7287671233,2006,4222,0.01,10,25,0.35,0.35,0.0,0.005,4994,4994,834,30Y-15,-0.11,0.01,stay,stay
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-15,18.7287671233,2002,6225,0.005,10,25,0.35,0.35,0.0,-0.005,4994,4994,834,30Y-15,-0.11,0.01,stay,stay
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-15,18.7287671233,2009,4236,-0.005,10,25,0.37,0.365,0.005,-0.02,4994,4994,1321,30Y-15,-0.11,0.01,stay,stay
51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-15,17.0410958904,2009,4992,-0.017,10,25,0.355,0.365,-0.01,-0.005,4994,4994,1321,30Y-15,-0.11,0.01,stay,stay
52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-15,17.0465753425,2017,5475,-0.007,10,25,0.37,0.375,-0.005,-0.005,4994,4994,1321,30Y-15,-0.11,0.0035834530000000003,stay,down
53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-15,17.0465753425,2017,5475,-0.007,10,25,0.37,0.375,-0.005,-0.005,4994,4994,1321,30Y-15,-0.11,0.0035834530000000003,stay,down
54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-15,17.0657534247,2019,7279,0.003,10,25,0.37,0.365,0.005,-0.015,4994,4994,1321,30Y-15,-0.11,0.01,stay,stay
55,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-16,17.3315068493,2006,4580,-0.01,10,25,0.385,0.38,0.005,-0.005,5056,4993,1904,30Y-16,0.005,-0.065,stay,down
56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-16,17.3506849315,2011,6069,0.001,10,25,0.4,0.405,-0.005,0.005,5056,4993,1904,30Y-16,-0.059809322000000005,0.01,stay,stay
57,2,1,0,0,0,6,0,0,0,0,4600000000,-4600000000,0,0,0,0,0,0,0,0,2017-05-12,30Y-16,17.3698630137,2013,3930,0.003,10,25,0.405,0.4,0.005,0.01,5056,4993,1904,30Y-16,-0.059809322000000005,0.01,stay,stay
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-16,19.1534246575,2006,4222,0.01,10,25,0.36,0.36,0.0,0.005,5056,4993,987,30Y-16,0.005,0.01,stay,stay
59,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-15000000000,0,0,0,0,2017-06-23,30Y-16,17.2547945205,2002,6225,0.005,10,25,0.36,0.36,0.0,-0.005,5056,4993,987,30Y-16,0.005,0.01,stay,stay
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-16,19.1534246575,2009,4236,-0.005,10,25,0.38,0.375,0.005,-0.02,5056,4993,1904,30Y-16,0.005,0.01,stay,stay
61,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-16,17.2931506849,2009,4992,-0.017,10,25,0.365,0.375,-0.01,-0.005,5056,4993,1904,30Y-16,0.005,0.01,stay,stay
62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-16,17.298630137,2017,5475,-0.007,10,25,0.38,0.385,-0.005,-0.005,5056,4993,1904,30Y-16,0.005,0.01,stay,stay
63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-16,17.298630137,2017,5475,-0.007,10,25,0.38,0.385,-0.005,-0.005,5056,4993,1904,30Y-16,0.005,0.01,stay,stay
64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-16,17.3178082192,2019,7279,0.003,10,25,0.38,0.375,0.005,-0.015,5056,4993,1904,30Y-16,0.005,0.01,stay,stay
65,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-17,17.5808219178,2006,4580,-0.01,10,25,0.4,0.395,0.005,-0.005,4998,4998,1703,30Y-17,0.0,-0.0651750905,up,up
66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-17,17.6,2011,6069,0.001,10,25,0.415,0.42,-0.005,0.005,4998,4998,1703,30Y-17,-0.11,-0.0802107164,stay,down
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-17,19.2684931507,2006,4222,0.01,10,25,0.375,0.375,0.0,0.005,4998,4998,2164,30Y-17,0.0,0.01,stay,stay
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-17,19.2684931507,2002,6225,0.005,10,25,0.375,0.375,0.0,-0.005,4998,4998,2164,30Y-17,0.0,0.01,stay,stay
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-17,19.2684931507,2009,4236,-0.005,10,25,0.395,0.39,0.005,-0.02,4998,4998,1703,30Y-17,0.0,0.01,stay,stay
71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-17,17.5424657534,2009,4992,-0.017,10,25,0.38,0.39,-0.01,-0.005,4998,4998,1703,30Y-17,0.0,0.01,stay,stay
72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-17,17.5479452055,2017,5475,-0.007,10,25,0.395,0.4,-0.005,-0.005,4998,4998,1703,30Y-17,0.0,0.0069704953,stay,down
73,2,0,0,0,1,0,0,0,0,0,500000000,0,0,0,-500000000,0,0,0,0,0,2017-05-31,30Y-17,17.5671232877,2019,7279,0.003,10,25,0.395,0.39,0.005,-0.015,4998,4998,1703,30Y-17,0.0,0.01,stay,up
74,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-18,17.8273972603,2006,4580,-0.01,10,25,0.415,0.41,0.005,-0.005,5194,4997,834,30Y-18,-0.09,-0.065,stay,up
75,8,0,1,0,0,0,0,0,0,0,37100000000,0,-37100000000,0,0,0,0,0,0,0,2017-05-19,30Y-18,17.8465753425,2011,6069,0.001,10,25,0.43,0.435,-0.005,0.005,5194,4997,834,30Y-18,-0.09,-0.08,stay,up
76,2,1,0,0,0,0,0,0,0,0,2100000000,-2100000000,0,0,0,0,0,0,0,0,2017-05-12,30Y-18,17.8657534247,2013,3930,0.003,10,25,0.435,0.43,0.005,0.01,5194,4997,834,30Y-18,-0.09,-0.085,stay,down
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-18,19.2383561644,2006,4222,0.01,10,25,0.39,0.39,0.0,0.005,5194,4997,882,30Y-18,-0.09,0.01,stay,stay
78,0,8,0,0,0,0,0,0,0,0,0,-36100000000,0,0,0,0,0,0,0,0,2017-06-23,30Y-18,17.7506849315,2002,6225,0.005,10,25,0.39,0.39,0.0,-0.005,5194,4997,882,30Y-18,-0.09,0.01,stay,stay
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-18,19.2383561644,2009,4236,-0.005,10,25,0.405,0.405,0.0,-0.025,5194,4997,834,30Y-18,-0.09,0.01,stay,stay
80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-18,17.7890410959,2009,4992,-0.017,10,25,0.4,0.405,-0.005,-0.005,5194,4997,834,30Y-18,-0.09,0.01,stay,up
81,2,0,0,0,1,0,0,0,0,0,-100000000,0,0,0,100000000,0,0,0,0,0,2017-06-07,30Y-18,17.7945205479,2017,5475,-0.007,10,25,0.41,0.415,-0.005,-0.005,5194,4997,834,30Y-18,-0.09,0.01,stay,stay
82,2,0,0,0,1,0,0,0,0,0,-100000000,0,0,0,100000000,0,0,0,0,0,2017-06-07,30Y-18,17.7945205479,2017,5475,-0.007,10,25,0.41,0.415,-0.005,-0.005,5194,4997,834,30Y-18,-0.09,0.01,stay,stay
83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-18,17.8136986301,2019,7279,0.003,10,25,0.41,0.405,0.005,-0.015,5194,4997,834,30Y-18,-0.09,0.01,stay,stay
84,16,0,0,0,2,3,0,0,0,0,-300000000,0,0,0,0,300000000,0,0,0,0,2017-05-26,30Y-19,18.0794520548,2006,4580,-0.01,10,25,0.425,0.42,0.005,-0.005,5380,4998,987,30Y-19,-0.0008236994,-0.065,stay,up
85,8,0,1,0,0,0,0,0,0,0,37000000000,0,-37000000000,0,0,0,0,0,0,0,2017-05-19,30Y-19,18.098630137,2011,6069,0.001,10,25,0.445,0.45,-0.005,0.005,5380,4998,987,30Y-19,-0.09,-0.0800086059,up,up
86,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-12,30Y-19,18.1178082192,2013,3930,0.003,10,25,0.45,0.445,0.005,0.01,5380,4998,987,30Y-19,0.0,-0.085,stay,down
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-19,19.501369863,2006,4222,0.01,10,25,0.4,0.4,0.0,0.005,5380,4998,949,30Y-19,0.0,0.01,stay,stay
88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-4900000000,0,0,0,0,2017-06-23,30Y-19,18.002739726,2002,6225,0.005,10,25,0.4,0.4,0.0,-0.005,5380,4998,949,30Y-19,0.0,0.01,stay,stay
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-19,19.501369863,2009,4236,-0.005,10,25,0.42,0.415,0.005,-0.025,5380,4998,987,30Y-19,0.0,0.01,stay,stay
90,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-19,18.0410958904,2009,4992,-0.017,10,25,0.41,0.415,-0.005,-0.005,5380,4998,987,30Y-19,0.0,0.01,stay,stay
91,2,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,2017-06-07,30Y-19,18.0465753425,2017,5475,-0.007,10,25,0.42,0.425,-0.005,-0.005,5380,4998,987,30Y-19,0.0,0.01,up,stay
92,2,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,2017-06-07,30Y-19,18.0465753425,2017,5475,-0.007,10,25,0.42,0.425,-0.005,-0.005,5380,4998,987,30Y-19,0.0,0.01,up,stay
93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-31,30Y-19,18.0657534247,2019,7279,0.003,10,25,0.42,0.415,0.005,-0.015,5380,4998,987,30Y-19,-0.0008236994,0.01,stay,stay
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-2,14.3232876712,2006,4222,0.01,10,25,0.15,0.149,0.001,0.004,2998,2998,652,30Y-2,-0.25,-0.26,stay,stay
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-2,14.3232876712,2002,6225,0.005,10,25,0.15,0.15,0.0,0.0,2998,2998,652,30Y-2,-0.25,-0.26,stay,stay
96,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-2,12.695890411,2009,4236,-0.005,10,25,0.16,0.155,0.005,-0.015,2998,2998,680,30Y-2,-0.25,-0.26,stay,stay
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-2,14.3232876712,2009,4992,-0.017,10,25,0.145,0.145,0.0,-0.005,2998,2998,680,30Y-2,-0.25,-0.26,stay,stay
98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-20,18.3315068493,2006,4580,-0.01,10,25,0.435,0.43,0.005,-0.005,5055,4997,2083,30Y-20,-0.11,0.01,stay,stay
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-20,19.7945205479,2006,4222,0.01,10,25,0.41,0.41,0.0,0.005,5055,4997,989,30Y-20,-0.11,0.01,stay,stay
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-20,19.7945205479,2002,6225,0.005,10,25,0.41,0.41,0.0,-0.005,5055,4997,989,30Y-20,-0.11,0.01,stay,stay
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-20,19.7945205479,2009,4236,-0.005,10,25,0.43,0.425,0.005,-0.025,5055,4997,2164,30Y-20,-0.11,0.01,stay,stay
103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-09,30Y-20,18.2931506849,2009,4992,-0.017,10,25,0.415,0.42,-0.005,-0.005,5055,4997,2164,30Y-20,-0.11,0.01,stay,stay
104,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-07,30Y-20,18.298630137,2017,5475,-0.007,10,25,0.425,0.435,-0.01,-0.005,5055,4997,2083,30Y-20,-0.11,0.01,stay,stay
105,2,0,0,0,1,0,0,0,0,0,200000000,0,0,0,-200000000,0,0,0,0,0,2017-05-31,30Y-20,18.3178082192,2019,7279,0.003,10,25,0.43,0.425,0.005,-0.015,5055,4997,2083,30Y-20,-0.11,0.01,stay,stay
106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-26,30Y-21,18.5808219178,2006,4580,-0.01,10,25,0.455,0.45,0.005,-0.005,5182,4995,862,30Y-21,-0.1,0.0094002181,stay,up
107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-05-19,30Y-21,18.6,2011,6069,0.001,10,25,0.47,0.475,-0.005,0.01,5182,4995,862,30Y-21,-0.1,0.01,stay,stay
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-28,30Y-21,20.101369863,2006,4222,0.01,10,25,0.425,0.425,0.0,0.005,5182,4995,773,30Y-21,0.0,0.01,stay,stay
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-23,30Y-21,20.101369863,2002,6225,0.005,10,25,0.425,0.425,0.0,-0.005,5182,4995,773,30Y-21,0.0,0.01,stay,stay
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-06-14,30Y-21,20.101369863,2009,4236,-0.005,10,25,0.445,0.44,0.005,-0.025,5182,4995,882,30Y-21,0.0,0.01,stay,stay
