,contract_count_10,contract_count_11,contract_count_14,contract_count_15,contract_count_20,contract_count_21,contract_count_24,contract_count_25,contract_count_30,contract_count_31,contract_face_10,contract_face_11,contract_face_14,contract_face_15,contract_face_20,contract_face_21,contract_face_24,contract_face_25,contract_face_30,contract_face_31,date,stock_snm_x,zanzon,bid,offer,rate,remaining_years_from,remaining_years_to,simple_yield_1days_from_ope,simple_yield_2days_from_ope,simple_yield_fluctuation_2to1,simple_yield_fluctuation_3to2,amount_sum,bid_price,balance,stock_snm_x,aggre_rate_buy,aggre_rate_sell,fluctuation_buy_rate,fluctuation_sell_rate
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-19,19.50136986,2009,4236,-0.005,10,25,0.42,0.415,0.005,-0.025,5380,4998,987,30Y-19,-0.087948718,0.01,stay,stay
55,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/09,30Y-19,18.04109589,2009,4992,-0.017,10,25,0.41,0.415,-0.005,-0.005,5380,4998,987,30Y-19,-0.087948718,0.01,stay,stay
56,2,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,2017/06/07,30Y-19,18.04657534,2017,5475,-0.007,10,25,0.42,0.425,-0.005,-0.005,5380,4998,987,30Y-19,-0.087948718,0.01,down,up
57,2,0,0,0,1,1,0,0,0,0,0,0,0,0,500000000,-500000000,0,0,0,0,2017/06/07,30Y-19,18.04657534,2017,5475,-0.007,10,25,0.42,0.425,-0.005,-0.005,5380,4998,987,30Y-19,-0.087948718,0.01,down,up
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-2,14.32328767,2006,4222,0.01,10,25,0.15,0.149,0.001,0.004,2998,2998,652,30Y-2,-0.25,-0.26,stay,stay
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-2,14.32328767,2002,6225,0.005,10,25,0.15,0.15,0,0,2998,2998,652,30Y-2,-0.25,-0.26,stay,stay
60,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-2,12.69589041,2009,4236,-0.005,10,25,0.16,0.155,0.005,-0.015,2998,2998,680,30Y-2,-0.25,-0.26,stay,stay
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-20,19.79452055,2006,4222,0.01,10,25,0.41,0.41,0,0.005,5055,4997,989,30Y-20,-0.11,0.01,stay,stay
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-20,19.79452055,2002,6225,0.005,10,25,0.41,0.41,0,-0.005,5055,4997,989,30Y-20,-0.11,0.01,stay,stay
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-20,19.79452055,2009,4236,-0.005,10,25,0.43,0.425,0.005,-0.025,5055,4997,2164,30Y-20,-0.11,0.01,stay,stay
67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/09,30Y-20,18.29315068,2009,4992,-0.017,10,25,0.415,0.42,-0.005,-0.005,5055,4997,2164,30Y-20,-0.11,0.01,stay,stay
68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-20,18.29863014,2017,5475,-0.007,10,25,0.425,0.435,-0.01,-0.005,5055,4997,2083,30Y-20,-0.11,0.01,stay,stay
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-21,20.10136986,2006,4222,0.01,10,25,0.425,0.425,0,0.005,5182,4995,773,30Y-21,0,-0.13,stay,stay
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-21,20.10136986,2002,6225,0.005,10,25,0.425,0.425,0,-0.005,5182,4995,773,30Y-21,0,-0.13,stay,stay
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-21,20.10136986,2009,4236,-0.005,10,25,0.445,0.44,0.005,-0.025,5182,4995,882,30Y-21,0,-0.13,stay,stay
72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/09,30Y-21,18.54246575,2009,4992,-0.017,10,25,0.43,0.435,-0.005,-0.005,5182,4995,882,30Y-21,0,-0.087222222,stay,stay
73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-21,18.54794521,2017,5475,-0.007,10,25,0.44,0.45,-0.01,-0.005,5182,4995,862,30Y-21,-0.046511628,-0.030697674,stay,stay
74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-21,18.54794521,2017,5475,-0.007,10,25,0.44,0.45,-0.01,-0.005,5182,4995,862,30Y-21,-0.046511628,-0.030697674,stay,stay
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-22,20.34520548,2006,4222,0.01,10,25,0.435,0.435,0,0.005,5379,4998,706,30Y-22,-0.11,-0.13,stay,stay
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-22,20.34520548,2002,6225,0.005,10,25,0.435,0.435,0,-0.005,5379,4998,706,30Y-22,-0.11,-0.13,stay,stay
77,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,-600000000,600000000,0,0,0,2017/06/14,30Y-22,18.77808219,2009,4236,-0.005,10,25,0.455,0.45,0.005,-0.025,5379,4998,949,30Y-22,-0.048888889,-0.13,up,down
78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/09,30Y-22,18.79178082,2009,4992,-0.017,10,25,0.44,0.445,-0.005,-0.005,5379,4998,949,30Y-22,-0.048888889,0.004814815,stay,stay
79,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-22,18.79726027,2017,5475,-0.007,10,25,0.45,0.455,-0.005,-0.005,5379,4998,949,30Y-22,-0.048888889,0.004814815,stay,stay
80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-22,18.79726027,2017,5475,-0.007,10,25,0.45,0.455,-0.005,-0.005,5379,4998,949,30Y-22,-0.048888889,0.004814815,stay,stay
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-23,21.26849315,2006,4222,0.01,10,25,0.445,0.445,0,0.005,6553,5998,2316,30Y-23,-0.01,-0.13,stay,stay
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-23,21.26849315,2002,6225,0.005,10,25,0.445,0.445,0,-0.005,6553,5998,2316,30Y-23,-0.01,-0.13,stay,stay
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-23,21.26849315,2009,4236,-0.005,10,25,0.465,0.46,0.005,-0.025,6553,5998,989,30Y-23,-0.01,-0.13,stay,stay
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/09,30Y-23,21.26849315,2009,4992,-0.017,10,25,0.45,0.455,-0.005,-0.005,6553,5998,989,30Y-23,-0.01,-0.13,stay,stay
85,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-300000000,300000000,0,0,0,2017/06/07,30Y-23,19.04931507,2017,5475,-0.007,10,25,0.46,0.465,-0.005,-0.005,6553,5998,939,30Y-23,-0.070344828,-0.010689655,up,up
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-24,20.79726027,2006,4222,0.01,10,25,0.455,0.455,0,0.005,6111,5998,1459,30Y-24,-0.02,-0.15,stay,stay
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-24,20.79726027,2002,6225,0.005,10,25,0.455,0.455,0,-0.005,6111,5998,1459,30Y-24,-0.02,-0.15,stay,stay
88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,400000000,0,0,0,0,0,2017/06/14,30Y-24,19.28219178,2009,4236,-0.005,10,25,0.475,0.475,0,-0.025,6111,5998,648,30Y-24,-0.02,-0.15,stay,down
89,2,1,0,0,0,0,0,0,0,0,-9000000000,9000000000,0,0,0,0,0,0,0,0,2017/06/09,30Y-24,19.29589041,2009,4992,-0.017,10,25,0.465,0.47,-0.005,-0.005,6111,5998,648,30Y-24,-0.0605,0.004,down,up
90,2,0,0,0,3,2,0,0,0,0,-100000000,0,0,0,700000000,-600000000,0,0,0,0,2017/06/07,30Y-24,19.30136986,2017,5475,-0.007,10,25,0.475,0.48,-0.005,-0.005,6111,5998,648,30Y-24,-0.02,-0.05,up,up
91,2,0,0,0,3,2,0,0,0,0,-100000000,0,0,0,700000000,-600000000,0,0,0,0,2017/06/07,30Y-24,19.30136986,2017,5475,-0.007,10,25,0.475,0.48,-0.005,-0.005,6111,5998,648,30Y-24,-0.02,-0.05,up,up
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-25,21.04931507,2006,4222,0.01,10,25,0.475,0.475,0,0.005,6406,5998,714,30Y-25,0,0.01,stay,stay
93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-5000000000,0,0,0,0,2017/06/23,30Y-25,19.50684932,2002,6225,0.005,10,25,0.475,0.475,0,-0.005,6406,5998,714,30Y-25,0,0.01,stay,stay
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-25,21.04931507,2009,4236,-0.005,10,25,0.495,0.49,0.005,-0.025,6406,5998,706,30Y-25,0,0.01,stay,stay
95,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/09,30Y-25,19.54520548,2009,4992,-0.017,10,25,0.48,0.485,-0.005,-0.005,6406,5998,706,30Y-25,0,0.01,stay,stay
96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-25,19.55068493,2017,5475,-0.007,10,25,0.49,0.495,-0.005,-0.005,6406,5998,706,30Y-25,0,0.01,stay,stay
97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-25,19.55068493,2017,5475,-0.007,10,25,0.49,0.495,-0.005,-0.005,6406,5998,706,30Y-25,0,0.01,stay,stay
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-26,21.40821918,2006,4222,0.01,10,25,0.485,0.485,0,0.01,13052,10975,1655,30Y-26,-0.125,-0.11,stay,stay
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-26,21.40821918,2002,6225,0.005,10,25,0.48,0.48,0,-0.005,13052,10975,1655,30Y-26,-0.011956522,-0.11,stay,stay
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-26,21.40821918,2009,4236,-0.005,10,25,0.495,0.495,0,-0.025,13052,10975,1531,30Y-26,-0.047307692,-0.11,stay,stay
101,2,0,0,0,6,1,0,0,0,0,4200000000,0,0,0,-3700000000,-500000000,0,0,0,0,2017/06/09,30Y-26,19.79178082,2009,4992,-0.017,10,25,0.485,0.49,-0.005,-0.005,13052,10975,1531,30Y-26,-0.047307692,-0.025897436,up,down
102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-26,19.79726027,2017,5475,-0.007,10,25,0.495,0.505,-0.01,-0.005,13052,10975,1416,30Y-26,-0.047307692,0.006410256,stay,stay
103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-26,19.79726027,2017,5475,-0.007,10,25,0.495,0.505,-0.01,-0.005,13052,10975,1416,30Y-26,-0.047307692,0.006410256,stay,stay
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-27,21.75342466,2006,4222,0.01,10,25,0.5,0.5,0,0.01,12617,10946,1066,30Y-27,-0.11,-0.11,stay,stay
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/23,30Y-27,21.75342466,2002,6225,0.005,10,25,0.495,0.495,0,-0.01,12617,10946,1066,30Y-27,-0.084820144,-0.11,stay,stay
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/14,30Y-27,21.75342466,2009,4236,-0.005,10,25,0.515,0.51,0.005,-0.025,12617,10946,1433,30Y-27,-0.083661202,-0.11,stay,stay
107,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/09,30Y-27,20.29589041,2009,4992,-0.017,10,25,0.499,0.505,-0.006,-0.005,12617,10946,1433,30Y-27,-0.077463504,0.006569343,up,stay
108,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/07,30Y-27,20.30136986,2017,5475,-0.007,10,25,0.51,0.52,-0.01,-0.005,12617,10946,1433,30Y-27,-0.074807692,0.005480769,stay,stay
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017/06/28,30Y-28,22.40821918,2006,4222,0.01,10,25,0.515,0.51,0.005,0.01,13025,11051,1629,30Y-28,-0.108474576,0.01,stay,stay
